filename,origin,Type
ziwafmpf.jpg,dataset/source/Type3/388.jpg,Type3
jhcshryl.jpg,dataset/source/Type3/389.jpg,Type3
encoscdx.jpg,dataset/source/Type3/399.jpg,Type3
ziqcazbl.jpg,dataset/source/Type3/401.jpg,Type3
ngfolwad.jpg,dataset/source/Type3/405.jpg,Type3
fxlrzfif.jpg,dataset/source/Type3/412.jpg,Type3
iidbdebp.jpg,dataset/source/Type3/418.jpg,Type3
qxnwefpe.jpg,dataset/source/Type3/427.jpg,Type3
pewnrbvs.jpg,dataset/source/Type3/430.jpg,Type3
wklfbwhd.jpg,dataset/source/Type3/438.jpg,Type3
xvgkvgax.jpg,dataset/source/Type3/440.jpg,Type3
lsxwvudy.jpg,dataset/source/Type3/452.jpg,Type3
dphjkdgw.jpg,dataset/source/Type3/454.jpg,Type3
vdtdzcpw.jpg,dataset/source/Type3/458.jpg,Type3
oqlrprmb.jpg,dataset/source/Type3/460.jpg,Type3
zetzjkln.jpg,dataset/source/Type3/463.jpg,Type3
nxvvymdx.jpg,dataset/source/Type3/467.jpg,Type3
wocpsmqf.jpg,dataset/source/Type3/471.jpg,Type3
djmfsdbu.jpg,dataset/source/Type3/477.jpg,Type3
lpflwzqo.jpg,dataset/source/Type3/480.jpg,Type3
jlmekjsr.jpg,dataset/source/Type3/482.jpg,Type3
aktzamko.jpg,dataset/source/Type3/484.jpg,Type3
htolqgdl.jpg,dataset/source/Type3/490.jpg,Type3
zsldutqi.jpg,dataset/source/Type3/491.jpg,Type3
zyedwbcx.jpg,dataset/source/Type3/493.jpg,Type3
ubrphyrz.jpg,dataset/source/Type3/494.jpg,Type3
seblmtem.jpg,dataset/source/Type3/497.jpg,Type3
rtweiimo.jpg,dataset/source/Type3/503.jpg,Type3
crzshgiy.jpg,dataset/source/Type3/506.jpg,Type3
cufqdwwm.jpg,dataset/source/Type3/510.jpg,Type3
xmfglmrs.jpg,dataset/source/Type3/515.jpg,Type3
cdbocptb.jpg,dataset/source/Type3/517.jpg,Type3
earogith.jpg,dataset/source/Type3/521.jpg,Type3
lgxecwwb.jpg,dataset/source/Type3/524.jpg,Type3
lsticrfu.jpg,dataset/source/Type3/527.jpg,Type3
hqdhsaai.jpg,dataset/source/Type3/528.jpg,Type3
tvzksjxh.jpg,dataset/source/Type3/533.jpg,Type3
djcixods.jpg,dataset/source/Type3/545.jpg,Type3
rgvnixgh.jpg,dataset/source/Type3/551.jpg,Type3
qrttnjlq.jpg,dataset/source/Type3/554.jpg,Type3
szunpkqn.jpg,dataset/source/Type3/556.jpg,Type3
tqaewqnn.jpg,dataset/source/Type3/560.jpg,Type3
ghalzrjx.jpg,dataset/source/Type3/571.jpg,Type3
nsxhjisy.jpg,dataset/source/Type3/577.jpg,Type3
wwfxlgol.jpg,dataset/source/Type1/2.jpg,Type1
qubaeyjm.jpg,dataset/source/Type1/7.jpg,Type1
baiqlgbq.jpg,dataset/source/Type1/8.jpg,Type1
epesuare.jpg,dataset/source/Type1/12.jpg,Type1
lwptztsq.jpg,dataset/source/Type1/16.jpg,Type1
rwtdqovw.jpg,dataset/source/Type1/18.jpg,Type1
yctmmvpk.jpg,dataset/source/Type1/28.jpg,Type1
ucjcdsfw.jpg,dataset/source/Type1/31.jpg,Type1
cqeapsaw.jpg,dataset/source/Type1/43.jpg,Type1
bdlddfbl.jpg,dataset/source/Type1/44.jpg,Type1
